"","Comamonadaceae","Prevotellaceae","Family_XIII","Ruminococcaceae","Run_SP154(order)","Corynebacteriaceae","Peptococcaceae","Acetobacteraceae","Pseudomonadaceae","Intrasporangiaceae","Christensenellaceae","Lachnospiraceae","Alcaligenaceae","Veillonellaceae","Erysipelotrichaceae","Family_XI","Bifidobacteriaceae","Sphingobacteriaceae","Coriobacteriaceae","Bacteroidaceae","Clostridiales_vadinBB60_group","Streptococcaceae","Peptostreptococcaceae","Thermaceae","Rikenellaceae","Aerococcaceae","Actinomycetaceae","Moraxellaceae","Flavobacteriaceae","Rhodospirillaceae","Porphyromonadaceae","Eubacteriaceae","Brucellaceae","Micrococcaceae","Synergistaceae","Methylobacteriaceae","Micromonosporaceae","Acidaminococcaceae","Subgroup_6(class)","Chitinophagaceae","Carnobacteriaceae","Fusobacteriaceae","Neisseriaceae","JG30_KF_CM45(order)","Rhizobiaceae","Cardiobacteriaceae","Caulobacteraceae","Defluviitaleaceae","Shewanellaceae","Lactobacillaceae","Family_X","Staphylococcaceae","Desulfovibrionaceae","Campylobacteraceae","Chloroplast(class)","Deinococcaceae","Pasteurellaceae","Gastranaerophilales(order)","Enterobacteriaceae","Leptotrichiaceae","Rhodobacteraceae","Haliangiaceae","Sphingomonadaceae","Clostridiaceae_1","PHOS_HE51","Xanthomonadaceae","Alteromonadaceae","Methanobacteriaceae","Bdellovibrionaceae","Solirubrobacteraceae","Bacillaceae","Blastocatellaceae_Subgroup_4_","Mollicutes_RF9(order)","Bacteroidales_S24_7_group","Microbacteriaceae","Verrucomicrobiaceae","Oxalobacteraceae","Cytophagaceae","uncultured","Erythrobacteraceae","Hyphomicrobiaceae","Bradyrhizobiaceae","Latescibacteria(phylum)","Family_III","Saprospiraceae"
"X206730",0.000134625740442,0.00309639203016,0.0,0.00282714054927,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.110527732903,0.0,0.000673128702208,0.0114431879375,0.0055196553581,0.00175013462574,0.0,0.000269251480883,0.262924071082,0.0,0.00121163166397,0.00807754442649,0.0,0.0,0.0,0.000134625740442,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.000942380183091,0.000403877221325,0.00188476036618,0.0,0.000538502961766,0.0,0.0,0.0,0.0,0.000134625740442,0.00350026925148,0.0,0.000538502961766,0.0,0.000942380183091,0.0,0.0,0.0,0.0,0.488556812062,0.0,0.0,0.0,0.0,0.0936995153473,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.000269251480883,0.0,0.0
"X206729",0.00019734245494,0.0267727930535,0.00276279436916,0.00374950664386,0.0,0.000657808183134,0.00322326009736,0.0,0.000460465728194,0.0,0.0,0.0852519405341,6.57808183134e-05,0.0551243257466,0.00309169846073,0.00986712274701,0.0,0.0,0.00473621891856,0.0372319431654,0.0,0.0852519405341,0.00881462965399,0.00039468490988,0.0,0.0,0.00414419155374,0.0,0.000986712274701,0.0,0.00184186291277,0.0,0.0,0.000263123273254,0.0,0.0,0.0,0.0,0.0,0.0,0.0172345743981,0.00868306801737,0.00184186291277,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.57808183134e-05,0.0,0.00059202736482,0.0,0.0,0.00059202736482,0.0,0.30930140771,0.00256545191422,0.0,0.0,0.0,0.323904749375,0.0,0.0,0.0,0.0,0.00019734245494,0.0,0.000131561636627,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"X206739",3.77700558997e-05,0.0,0.000415470614897,0.328750566551,0.0,0.0,0.0,0.0,0.000151080223599,0.0,0.000302160447197,0.336757818402,0.0136727602357,0.00558996827315,0.0185073273908,3.77700558997e-05,0.00449463665206,0.0,0.000566550838495,0.210832452032,0.000113310167699,0.000982021453392,0.00880042302463,0.0,0.00509895754646,3.77700558997e-05,0.000113310167699,3.77700558997e-05,0.0,0.0,0.0480812811603,0.0,0.0,0.0,0.0,0.0,0.0,0.00830941229793,0.0,0.0,3.77700558997e-05,0.000264390391298,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.77700558997e-05,0.00321045475147,7.55401117994e-05,0.0,0.0,0.00105756156519,0.0,0.000755401117994,3.77700558997e-05,0.0,0.0,0.0,0.00264390391298,0.0,3.77700558997e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.55401117994e-05,0.0,3.77700558997e-05,0.0,3.77700558997e-05,0.0,0.0,0.0,0.0,0.0
"X206738",0.0,0.00039603960396,0.001414427157,0.333748231966,0.0,0.0,0.0,0.0,0.00135785007072,0.0,0.00022630834512,0.286902404526,0.0205940594059,0.00927864214993,0.00571428571429,0.00209335219236,0.00277227722772,0.0,0.000961810466761,0.182687411598,0.0,0.00927864214993,0.0128429985856,0.00016973125884,0.00797736916549,0.00011315417256,0.0,0.0002828854314,0.00022630834512,0.0,0.0737765205092,0.0,0.0,0.0,0.000565770862801,0.0,0.0,0.0200282885431,0.0,0.0,0.00418670438472,0.00135785007072,0.0,0.0,0.0002828854314,0.0,5.65770862801e-05,0.0,0.0,0.0,0.0,0.00345120226308,0.00639321074965,0.0,0.000792079207921,0.0,0.00345120226308,0.0,0.00209335219236,0.0,0.0,0.0,0.0,0.00350777934936,0.0,0.00039603960396,0.0,0.0,0.0,0.00011315417256,0.0,0.0,0.0,5.65770862801e-05,0.0,0.00011315417256,0.0,0.0,0.0,0.0,0.00033946251768,0.0,0.0,0.0,0.0
"X206741",4.33877125998e-05,0.00355779243318,0.000173550850399,0.25117146824,0.0,0.0,0.0,0.0,0.000130163137799,0.0,0.00160534536619,0.27086948976,0.0171381464769,0.0111506421381,0.000737591114196,0.000130163137799,0.00134501909059,0.0,8.67754251996e-05,0.380900728914,8.67754251996e-05,0.000824366539396,0.00303713988199,8.67754251996e-05,0.0333651509892,0.0,0.0,0.0,0.0,0.0,0.0108469281499,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.000130163137799,0.0,0.0,4.33877125998e-05,0.0,0.0,0.000130163137799,0.0,0.0,0.0,4.33877125998e-05,0.0108469281499,0.0,0.0,0.0,0.000433877125998,0.0,0.000347101700798,0.0,0.0,0.0,8.67754251996e-05,0.000650815688997,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"X206740",0.000121936349226,0.00213388611145,0.000365809047677,0.260029264724,0.0,0.0,0.0,0.0,0.0,0.0,0.00225582246068,0.221070601146,0.0179246433362,0.0141446165102,0.00201194976222,0.000365809047677,0.00146323619071,0.0,0.000731618095354,0.419826850384,0.0,0.000792586269967,0.00042677722229,0.0,0.0276795512742,0.0,0.0,0.000914522619193,0.0,0.0,0.0159736617486,0.000609681746129,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.000365809047677,0.000548713571516,0.000121936349226,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00737714912816,0.0,6.09681746129e-05,0.0,6.09681746129e-05,0.0,0.00243872698451,0.0,0.0,0.0,0.0,0.000182904523839,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"X206742",0.0,0.0,0.000453066436015,0.212241031344,0.0,0.0,0.000205939289098,0.0,0.0,0.0,0.0012768235924,0.139709213724,0.0111207216113,0.0386753984925,0.00115326001895,8.2375715639e-05,0.00152395073932,0.0,0.000288315004737,0.451295358128,0.000205939289098,0.0170517731373,0.000741381440751,0.0,0.0517319494213,0.0,0.0,0.0,0.0,0.0,0.0276782404547,0.000370690720376,4.11878578195e-05,4.11878578195e-05,0.0,0.0,0.0,0.0,0.0,0.0,4.11878578195e-05,0.0,0.0,0.0,0.0,0.0,0.0,4.11878578195e-05,0.0,0.0,0.0,0.0,0.00185345360188,0.0,0.0,0.0,0.00107088430331,0.0,0.000741381440751,0.0,0.0,0.0,0.0,0.000453066436015,0.0,0.0,0.0,0.00185345360188,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0380575806252,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"X206743",0.000381081424398,0.00330270567811,0.000338739043909,0.11521361731,0.000127027141466,0.000169369521955,8.46847609773e-05,0.0,0.000211711902443,0.0,0.000804505229284,0.106152347885,0.00889189990261,0.0215946140492,0.000889189990261,0.00029639666342,0.000592793326841,0.000127027141466,0.00135495617564,0.552991489182,0.0,0.0128720836685,0.000719820468307,0.0,0.0496252699327,0.0,0.000381081424398,0.0,0.000338739043909,8.46847609773e-05,0.0672820425964,0.000846847609773,0.0,8.46847609773e-05,0.0,0.0,0.0,0.000127027141466,0.0,0.0,0.000846847609773,0.000889189990261,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.000211711902443,0.0,0.00326036329762,0.0,0.0,8.46847609773e-05,8.46847609773e-05,0.0,0.00143964093661,0.000973874751239,0.0,0.000127027141466,0.0,0.000381081424398,0.0,0.000127027141466,0.0,0.000973874751239,0.0,0.0,0.000127027141466,0.000381081424398,0.0,0.0,0.000508108565864,0.0432739128594,8.46847609773e-05,0.0,8.46847609773e-05,0.0,0.0,0.0,0.0,0.0,0.000254054282932
"X224324",0.0,0.0121814738292,0.0,0.139247589532,0.0,8.608815427e-05,0.0,0.0,0.000129132231405,0.0,4.3044077135e-05,0.0907369146006,0.0697314049587,0.000301308539945,0.00150654269972,0.00034435261708,0.00068870523416,0.0,0.000129132231405,0.608557162534,0.0,0.00576790633609,0.0,0.0,0.00017217630854,0.0,0.00017217630854,0.000129132231405,0.0,0.0,0.00107610192837,0.0,0.0,0.0,0.0,4.3044077135e-05,0.0,0.00619834710744,0.0,0.0,4.3044077135e-05,0.00017217630854,4.3044077135e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00180785123967,0.000301308539945,0.0,0.0,0.00043044077135,0.0,0.0595730027548,4.3044077135e-05,0.0,0.0,0.0,0.000215220385675,0.0,0.0,0.000129132231405,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"X224323",0.000101122459298,0.0110223480635,0.0,0.213115582971,0.0,0.0,0.0,0.0,5.05612296491e-05,0.0,5.05612296491e-05,0.164071190211,0.0454039842249,0.00131459197088,0.00197188795632,0.000202244918596,0.000758418444737,0.0,0.000252806148246,0.47841035494,0.0,0.00717969461017,0.000758418444737,0.0,5.05612296491e-05,0.0,0.000151683688947,0.0,5.05612296491e-05,0.0,0.000455051066842,0.0,0.0,5.05612296491e-05,0.0,0.0,5.05612296491e-05,0.0168368894732,0.0,0.0,0.000101122459298,0.000404489837193,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.05612296491e-05,0.00171908180807,5.05612296491e-05,0.0,0.0,0.000657295985438,0.0,0.0541005157245,0.0,0.0,0.0,0.0,0.000455051066842,0.000101122459298,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.05612296491e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"X219652",0.0,0.0,0.000926919699483,0.34496048395,0.0,0.000146355742024,4.87852473412e-05,0.0,0.000341496731388,0.0,0.0465411259635,0.25578105181,0.00941555273685,0.0470777636843,0.00204898038833,4.87852473412e-05,0.0642989559957,0.0,0.000536637720753,0.0876670894721,0.00292711484047,0.000926919699483,0.00121963118353,0.0,0.115133183725,0.0,0.0,4.87852473412e-05,0.0,0.0,0.00234169187238,0.000292711484047,0.0,0.0,0.0,0.0,0.0,0.0,0.000146355742024,0.0,0.0,4.87852473412e-05,0.0,0.0,0.0,0.0,0.0,4.87852473412e-05,0.0,4.87852473412e-05,0.0,9.75704946824e-05,0.00439067226071,0.0,4.87852473412e-05,0.0,9.75704946824e-05,0.0106351839204,0.000146355742024,0.0,0.0,0.0,0.0,0.000195140989365,0.0,4.87852473412e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00131720167821,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"X219651",0.0,0.000169211895596,0.000972968399678,0.308727103515,0.0,0.000253817843394,4.23029738991e-05,0.0,0.000126908921697,0.0,0.0412877025255,0.329751681543,0.00566859850247,0.0324040780067,0.00393417657261,4.23029738991e-05,0.0269892973476,0.0,0.000296120817293,0.112610516519,0.000803756504082,0.00194593679936,0.000719150556284,0.0,0.112060577859,0.000126908921697,8.46059477981e-05,4.23029738991e-05,0.000296120817293,0.0,0.00219975464275,0.000169211895596,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.23029738991e-05,4.23029738991e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.000169211895596,0.00579550742417,0.0,0.0,0.0,8.46059477981e-05,0.0111679851094,0.000296120817293,0.0,0.0,0.0,0.0,0.000253817843394,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.000423029738991,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"X219656",0.00102092904543,0.0127616130679,0.0,0.374476773864,0.0,0.000102092904543,0.0,0.000204185809086,0.0,0.0,0.00571720265442,0.253394589076,0.0264420622767,0.00336906584992,0.00775906074528,0.000714650331802,0.00193976518632,0.0,0.000204185809086,0.276467585503,0.0,0.0,0.00398162327718,0.0,0.00469627360898,0.0,0.0,0.000102092904543,0.0,0.0,0.0066360387953,0.0,0.0,0.0,0.0,0.0,0.0,0.000918836140888,0.0,0.0,0.0,0.00102092904543,0.0,0.0,0.000306278713629,0.0,0.0,0.0,0.0,0.0,0.0,0.000102092904543,0.00245022970904,0.0,0.0,0.0,0.00929045431343,0.0,0.0014293006636,0.0,0.0,0.0,0.00122511485452,0.000306278713629,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00296069423175,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"X219655",4.8320850447e-05,0.00575018120319,0.0,0.50161874849,0.0,0.0,0.0,0.0,4.8320850447e-05,0.0,0.00357574293308,0.314327132158,0.0160908431988,0.00202947571877,0.0124184585649,4.8320850447e-05,0.000531529354917,0.0,9.66417008939e-05,0.127180478376,0.0,0.000869775308045,0.00135298381252,0.0,0.00149794636386,9.66417008939e-05,0.0,0.0,0.0,0.0,0.0023677216719,0.0,0.0,4.8320850447e-05,0.0,0.0,0.0,0.000289925102682,0.0,0.0,0.0,0.00115970041073,0.0,0.0,0.0,0.0,4.8320850447e-05,0.0,0.0,0.0,0.0,9.66417008939e-05,0.000773133607151,0.0,0.0,0.0,0.00270596762503,0.0,0.000144962551341,0.0,0.0,0.0,0.0,0.00352742208263,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00125634211162,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"X219657",0.0,0.000499972223765,0.0,0.0636631298261,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.624354202544,0.0,0.0344980834398,0.142103216488,0.0,0.000888839508916,0.0,0.0,5.55524693073e-05,0.0,0.000333314815844,0.00122215432476,0.0,0.0,0.0,0.000166657407922,0.000222209877229,0.0,0.0,0.0164435309149,0.0,5.55524693073e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.000222209877229,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.000277762346536,0.0,0.000111104938615,0.0,0.0,0.0,0.0,0.00933281484362,0.0,0.104660852175,0.0,0.0,0.0,0.0,0.000333314815844,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.000555524693073,0.0
"X219658",0.0,0.0,0.0,0.0948745910578,0.0,0.0,0.0,0.0,0.0152671755725,0.0,0.0,0.420937840785,0.0,0.0599781897492,0.0883315158124,0.0,0.0109051254089,0.0,0.0,0.0,0.0,0.0218102508179,0.00545256270447,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.28026172301,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00218102508179,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
