"","Comamonadaceae","Christensenellaceae","Prevotellaceae","Family_XIII","Rhodobacteraceae","Ruminococcaceae","Corynebacteriaceae","Moraxellaceae","Peptococcaceae","JG30_KF_CM66(class)","uncultured","Pseudomonadaceae","Intrasporangiaceae","Lactobacillaceae","Rhodospirillaceae","Lachnospiraceae","Alcaligenaceae","Veillonellaceae","Flavobacteriaceae","Erysipelotrichaceae","Burkholderiaceae","Family_XI","Leptotrichiaceae","Coriobacteriaceae","Fibrobacteraceae","Bacteroidaceae","Clostridiales_vadinBB60_group","Porphyromonadaceae","Streptococcaceae","Peptostreptococcaceae","Thermaceae","Leuconostocaceae","Fusobacteriaceae","Bifidobacteriaceae","Aerococcaceae","Oscillochloridaceae","Actinomycetaceae","Hyphomicrobiaceae","Spirochaetaceae","Iamiaceae","Oxalobacteraceae","Cellulomonadaceae","Eubacteriaceae","Micrococcaceae","Gastranaerophilales(order)","Rikenellaceae","Desulfovibrionaceae","Listeriaceae","Synergistaceae","Methylobacteriaceae","Caldilineaceae","Acidaminococcaceae","Bacteroidales_S24_7_group","Planctomycetaceae","Chthoniobacterales_Incertae_Sedis","Thermoanaerobacteraceae","OPB35_soil_group(class)","Chitinophagaceae","Tectomicrobia(phylum)","Acetobacteraceae","vadinBE97","Paenibacillaceae","Rhizobiales_Incertae_Sedis","Nocardioidaceae","Chloroflexaceae","Streptosporangiales_Incertae_Sedis","Microbacteriaceae","Neisseriaceae","Rhizobiaceae","Victivallaceae","Xanthomonadaceae","Caulobacteraceae","Subgroup_6(class)","Geobacteraceae","env_OPS_17","0319_6A21","Defluviitaleaceae","Shewanellaceae","Candidatus_Falkowbacteria(class)","Xanthobacteraceae","Cytophagaceae","Gitt_GS_136(class)","Staphylococcaceae","Erythrobacteraceae","Campylobacteraceae","Rhodospirillales_Incertae_Sedis","Bacteriovoracaceae","Pasteurellaceae","Cyanobacteria(phylum)","NB1_j(order)","Enterobacteriaceae","ABS_19","Opitutaceae","Geodermatophilaceae","Brevibacteriaceae","Sphingomonadaceae","Heliobacteriaceae","Oligosphaeraceae","Chloroplast(class)","Solibacteraceae_Subgroup_3_","Nocardiaceae","KD4_96(class)","Verrucomicrobiaceae","Carnobacteriaceae","Clostridiaceae_1","FamilyII","Solirubrobacteraceae","Propionibacteriaceae","Phyllobacteriaceae","Bradyrhizobiaceae","Sphingobacteriaceae","Cellvibrionaceae","UA11(class)","Dermabacteraceae","Lineage_IIc(order)"
"X206536",0.0,0.0,0.00120598166908,0.00126628075253,0.0,0.0660877954655,0.0,6.02990834539e-05,0.0,0.0,0.0,0.000241196333816,0.0,0.0,0.000120598166908,0.089664737096,0.133803666184,0.0130849011095,0.0,0.00506512301013,0.0,0.000602990834539,0.00030149541727,0.00132657983599,0.0,0.440062711047,0.0,0.0349131693198,0.00283405692233,0.0206825856247,0.0,0.0,0.0420284611674,0.00422093584178,0.0,0.0,0.000361794500724,0.0,0.0,0.0,0.0,0.0,0.000180897250362,0.0,0.0,0.00741678726483,0.00337674867342,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00271345875543,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.000180897250362,0.0,0.0,0.0191751085384,0.0,0.0,0.107694163049,0.0,0.0,0.0,0.0,0.00030149541727,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00102508441872,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"X206538",0.0,0.0,0.0,0.0,0.0,0.0504993191103,0.0,0.000113481615978,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.124489332728,0.128801634135,0.0285973672265,0.0,0.00601452564685,0.0,0.00442578302315,0.0026100771675,0.00136177939174,0.0,0.389922832501,0.0,0.0447117566954,0.00873808443032,0.00465274625511,0.0,0.0,0.0374489332728,0.00170222423967,0.0,0.0,0.00113481615978,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00714934180663,0.00794371311847,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.000226963231956,0.0,0.0,0.0,0.0,0.0,0.0,0.000113481615978,0.0,0.0,0.0,0.0,0.0251929187472,0.0,0.0,0.121198365865,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00147526100772,0.0,0.0,0.0,0.0,0.00147526100772,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"X206534",5.17785947289e-05,5.17785947289e-05,0.000828457515663,0.000362450163103,0.0,0.0593382695594,0.000724900326205,0.000258892973645,0.0,0.0,0.0,0.000155335784187,0.0,0.0,0.0,0.111997100399,0.131983637964,0.0130482058717,0.000258892973645,0.00724900326205,0.0,0.00150157924714,0.000517785947289,0.00274426552063,0.0,0.429710557655,0.0,0.0395588463729,0.00957904002485,0.0134106560348,0.0,0.0,0.0237663749806,0.0066276601253,0.0,0.0,0.000207114378916,0.0,0.000569564542018,0.0,0.0,0.0,0.0,0.00103557189458,0.0,0.00424584476777,0.00481540930979,0.0,0.0,0.0,0.0,0.000103557189458,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00046600735256,0.00295137989955,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.000207114378916,0.0,0.0,0.025785740175,0.0,0.0,0.104282089784,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.000155335784187,0.00144980065241,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"X215050",0.0,0.000509857239973,0.000552345343304,0.000637321549966,0.0,0.267292658056,0.000254928619986,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.118584296397,0.0384517335146,0.0185673011557,0.0,0.00701053704963,0.0,0.00080727396329,0.0,0.00713800135962,0.0,0.356347722638,0.0,0.00573589394969,0.0204367777022,0.0425730795377,0.0,0.0,0.0,0.0484789259007,4.24881033311e-05,0.0,0.000127464309993,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0149133242692,0.00620326308634,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.24881033311e-05,0.0,0.000339904826649,0.0,0.0,0.000764785859959,0.0,0.0,0.0422756628144,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00174201223657,0.000169952413324,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"X215023",0.0,0.0,0.000133806114939,0.0,0.0,0.281962935706,0.0,6.69030574697e-05,0.0,0.0,0.0,6.69030574697e-05,0.0,0.0,0.0,0.00618853281595,0.156653509065,0.0156553154479,0.0,3.34515287349e-05,0.0,0.0284337994246,0.0,0.000301063758614,0.0,0.406770589416,0.0,0.00113735197699,0.00304408911487,0.00682411186191,0.0,0.0,0.000267612229879,0.000869739747106,0.0,0.0,0.000367966816083,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.000869739747106,0.00351241051716,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.000100354586205,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0862380410785,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.000501772931023,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"X206548",0.000696378830084,0.0,0.0085886722377,0.0,0.0,0.0610492107707,0.00116063138347,0.00116063138347,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.347028783658,0.0,0.0287836583101,0.0,0.019730733519,0.0,0.00696378830084,0.0,0.0,0.0,0.00232126276695,0.0,0.00139275766017,0.0118384401114,0.00673166202414,0.0,0.0,0.0111420612813,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.000464252553389,0.0,0.0,0.000232126276695,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.000232126276695,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.000464252553389,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00348189415042,0.0,0.00232126276695,0.0,0.0,0.115598885794,0.000696378830084,0.0,0.341457753018,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0264623955432,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"X206547",0.000261506276151,0.0,0.00810669456067,0.0,0.0,0.0886506276151,0.000784518828452,8.71687587169e-05,0.0,0.0,0.0,0.000435843793584,0.0,0.0,0.0146443514644,0.297681311018,0.0,0.0432357043236,0.0,0.0116806136681,0.0,0.00479428172943,0.0,0.000174337517434,0.0,0.000348675034868,0.0,0.0010460251046,0.038179916318,0.0101115760112,0.0,0.0,0.00496861924686,0.0,0.000697350069735,0.0,0.00200488145049,0.0,0.0,0.0,0.0,0.0,0.0,0.00113319386332,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.000174337517434,0.0,0.00322524407252,0.0,0.0,0.0638075313808,0.0,0.0,0.343444909344,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0262377963738,0.0338214783821,0.0,0.0,0.0,0.0,0.000261506276151,0.0,0.0,0.0,0.0,0.0
"X206562",0.000141924496168,0.00241271643486,0.00120635821743,0.000922509225092,0.0,0.307692307692,0.0,0.000567697984672,0.0,0.0,0.0,0.0,0.0,0.0,0.0227079193869,0.277746239001,0.0191598069827,0.0113539596934,0.0,0.00106443372126,0.0,7.0962248084e-05,0.0,0.000425773488504,0.0,0.2129577065,0.0,0.0366165200114,0.00794777178541,0.000141924496168,0.0,7.0962248084e-05,0.0,0.0,0.0,0.0,7.0962248084e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0444933295487,0.0307266534204,0.0139086006245,0.0,0.0,0.0,0.0,0.0,0.00553505535055,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.000141924496168,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.0962248084e-05,0.0,0.0,0.00170309395402,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.0962248084e-05,0.0,7.0962248084e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"X206561",0.0,0.0,0.00273068608488,0.00204801456366,0.0,0.27079303675,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0136534304244,0.253953805894,0.0202525884629,0.0329957901923,0.0,0.00102400728183,0.0,0.00125156445557,0.0,0.0,0.0,0.22971896689,0.0,0.0522243713733,0.0056889293435,0.0,0.0,0.0,0.0,0.00022755717374,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.01490499488,0.0598475366936,0.0273068608488,0.0,0.0,0.0,0.0,0.0,0.00921606553647,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00022755717374,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00193423597679,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"X206564",0.00586756077117,0.0,0.0,0.0092204526404,0.0,0.395222129086,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.156747694887,0.0314333612741,0.00419111483655,0.0,0.00712489522213,0.0,0.0,0.00335289186924,0.00125733445096,0.0,0.225481978206,0.0,0.0251466890193,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0171835708298,0.0712489522213,0.0,0.0,0.0,0.0,0.0,0.000419111483655,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00377200335289,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0360435875943,0.0,0.0,0.0,0.0,0.00628667225482,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"X206563",0.0257538425437,0.000645312683327,0.00346122257421,0.000527983104541,0.00017599436818,0.30171301185,5.86647893934e-05,0.00140795494544,0.0,0.00035198873636,0.00105596620908,0.00111463099847,5.86647893934e-05,0.000117329578787,0.0174821072392,0.206734717822,0.0242872228089,0.0080370761469,0.000586647893934,0.00463451836208,0.0,0.00222926199695,0.000117329578787,0.00035198873636,0.0,0.162794790567,0.0,0.0336149243224,0.0202393523407,0.00134929015605,0.0,5.86647893934e-05,0.00035198873636,0.000117329578787,0.0,0.00123196057726,0.00017599436818,0.000117329578787,0.0,0.000703977472721,0.0,0.00504517188783,0.0,0.000234659157574,0.000586647893934,0.00780241698932,0.0456998709375,0.0,0.0,0.000879971840901,0.000293323946967,0.0,0.000938636630294,0.00457585357269,0.000879971840901,0.0,0.000586647893934,0.0,0.000410653525754,0.0,0.0,0.0,0.00117329578787,0.00369588173178,0.000586647893934,0.0,0.0,0.0,0.00146661973484,0.0,0.00281590989088,0.0208846650241,0.00164261410302,0.0,0.0,0.0,0.0,0.0,0.0,0.000469318315147,0.0152528452423,0.000117329578787,0.00017599436818,0.0,0.0,0.0447612343072,0.0,0.0097970198287,0.0,0.000117329578787,0.000703977472721,0.0,0.0,0.000293323946967,0.0,0.0,0.0,0.0,0.0,0.000645312683327,0.0,0.000234659157574,0.000997301419688,0.00193593804998,0.0,0.0,0.0,0.0,0.0,0.000879971840901,0.0,0.00129062536665,0.000469318315147,0.0,0.0
"X206570",0.0,0.0127421888637,0.000209460638855,0.000279280851807,0.0,0.213510211206,0.0,6.98202129516e-05,0.000872752661896,0.0,0.0,0.0,0.0,0.0,0.214382963868,0.126339675336,0.0111014138593,0.0109268633269,0.0,0.000802932448944,0.0,0.000244370745331,0.0,0.0,0.0,0.145295863152,0.000314190958282,0.0372141735032,0.00160586489789,0.000279280851807,0.0,0.0,0.000279280851807,0.000209460638855,0.0,0.0,3.49101064758e-05,0.0,0.0,0.0,0.0,0.0,0.000104730319427,3.49101064758e-05,0.0126025484378,0.0793506720195,0.0149415255717,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.49101064758e-05,0.0,0.0,0.0,0.0,0.000349101064758,0.0,0.0,0.0,0.0,0.0,0.0,6.98202129516e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.98202129516e-05,0.0,0.0,0.0,0.0,0.0,6.98202129516e-05,0.0,0.000139640425903,0.0,0.0,0.00171059521732,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.113702216792,0.000104730319427,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"X206569",0.0,0.0063768115942,0.000165631469979,0.000207039337474,0.0,0.169565217391,4.14078674948e-05,4.14078674948e-05,0.000248447204969,0.0,0.0,0.0,0.000124223602484,0.0,0.194451345756,0.104596273292,0.00587991718427,0.0105590062112,0.0,0.000372670807453,0.0,0.000289855072464,0.0,8.28157349896e-05,0.0,0.171925465839,0.000496894409938,0.0534989648033,0.00136645962733,0.000248447204969,0.0,0.0,0.0,0.000207039337474,0.0,0.0,0.0,0.0,0.0,0.0,4.14078674948e-05,4.14078674948e-05,0.0,0.000124223602484,0.0221118012422,0.0874948240166,0.00898550724638,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.28157349896e-05,0.0,0.0,0.0,0.0,8.28157349896e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.000165631469979,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.14078674948e-05,0.0,0.000124223602484,0.0,0.0,0.00207039337474,0.0,0.0,4.14078674948e-05,0.0,0.0,4.14078674948e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.15768115942,0.000124223602484,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"X215067",0.0,0.00369003690037,0.0,0.00096042056311,0.0,0.195875246424,0.0,0.0,0.00015164535207,0.0,0.0,0.0,0.0,0.0,0.0426628923823,0.15968255573,0.0292170044988,0.112268108982,0.0,0.00176919577415,0.0,0.00035383915483,0.0,0.00040438760552,0.00010109690138,0.178587676288,0.00040438760552,0.0267906788657,0.00060658140828,0.00010109690138,0.0,0.0,0.0,0.0,0.0,0.0,5.054845069e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.00010109690138,0.0239599656271,0.0377091442147,0.00626800788556,0.0,0.0,0.0,0.0,0.0,0.00010109690138,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00015164535207,0.0,0.0,0.0,0.0,0.0,5.054845069e-05,0.0,0.0,0.0,0.0,0.0015164535207,0.0,0.0,0.00015164535207,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.176211899105,5.054845069e-05,0.0,0.0,0.0,5.054845069e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"X206604",0.000204855065041,0.00133155792277,0.0648366280856,0.000307282597562,0.0,0.247260063505,0.00850148519922,0.000307282597562,0.0,0.0,0.0,0.00174126805285,0.0,0.0,0.0,0.161118508655,0.191334630749,0.000819420260166,0.00102427532521,0.0112670285773,0.0,0.00276554337806,0.0,0.000512137662604,0.0,0.184984123732,0.0,0.0089111953293,0.0029703984431,0.000614565195124,0.0,0.0,0.0,0.000921847792687,0.0,0.0,0.0,0.0,0.0,0.0,0.000716992727645,0.0,0.0,0.0,0.0,0.00368739117075,0.0127010140326,0.0,0.0,0.0,0.0,0.00829663013418,0.0,0.0,0.0,0.000614565195124,0.0,0.000102427532521,0.0,0.0,0.0,0.00215097818294,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.000512137662604,0.0,0.0,0.0,0.0,0.0,0.0,0.000102427532521,0.0,0.0,0.0,0.000102427532521,0.0,0.00512137662604,0.0,0.0,0.0,0.0,0.00174126805285,0.0,0.0,0.0665778961385,0.0,0.0,0.0,0.0,0.0,0.0,0.000204855065041,0.00122913039025,0.0,0.0,0.0,0.00368739117075,0.0,0.0,0.0,0.0,0.000716992727645,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"X206605",0.0,0.00226048799947,0.0400239345788,0.000598364470447,0.0,0.278505418523,0.000199454823482,6.64849411608e-05,0.0,0.0,0.0,0.00239345788179,0.0,0.0,0.0,0.11056445715,0.228176318064,0.00571770493983,6.64849411608e-05,0.00731334352769,0.000265939764643,0.0,0.00079781929393,0.00079781929393,0.0,0.231035170534,0.0,0.0103716508211,0.000731334352769,0.000332424705804,0.0,0.0,0.00425503623429,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.000997274117412,0.0177514792899,0.0,0.0,0.0,0.0,0.00571770493983,0.0,0.0,0.0,0.000598364470447,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.000265939764643,0.0,0.0,6.64849411608e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00106375905857,0.0,0.0,0.011568379762,0.0,0.0,0.0370985971677,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.000199454823482,0.0,0.000199454823482,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"X206608",0.000493862000847,0.00119937914491,0.0258219274728,0.0,0.0,0.201072386059,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.189290249753,0.0241992380415,0.00112882743051,0.0,0.00747848172711,0.0,0.0,0.0,0.000282206857627,0.0,0.428742768449,0.0,0.0578524058135,0.000987724001693,0.00042331028644,0.0,0.0,0.0,0.0,0.0,0.0,0.00021165514322,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0132637223085,0.0305488923381,0.0,0.0,0.0,0.0,0.00225765486101,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.05517144067e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00507972343728,0.0,0.0,0.00656130943982,0.0,0.00063496542966,0.0,7.05517144067e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00232820657542,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"X206609",0.000196986112479,0.000590958337437,0.0354575002462,0.000492465281198,0.0,0.175908598444,0.000196986112479,0.0,0.0,0.0,0.0,0.00256081946223,0.0,0.0,0.0,0.17206736925,0.0217669654289,0.000886437506156,0.0,0.014379986211,0.0,0.000393972224958,0.0,0.0,0.0,0.414557273712,0.0,0.051807347582,0.000393972224958,0.00206835418103,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.000295479168719,0.0,0.0,0.0249187432286,0.0585048754063,0.0,0.0,0.0,0.0,0.00177287501231,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.000295479168719,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.000295479168719,0.0,0.0,0.00620506254309,0.0,0.0,0.00984930562395,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00393972224958,0.000196986112479,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"X215085",0.0,0.0,0.0498137802607,0.0,0.00558659217877,0.0872905027933,0.00791433891993,0.0,0.0,0.0,0.00139664804469,0.0,0.0,0.0,0.0,0.160148975791,0.0195530726257,0.0,0.0,0.0130353817505,0.0,0.0107076350093,0.0,0.0,0.0,0.452746741155,0.0,0.0663407821229,0.0214152700186,0.00675046554935,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00186219739292,0.0,0.00349162011173,0.0,0.0174581005587,0.0232774674115,0.00465549348231,0.0,0.0,0.0,0.0155959031657,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00162942271881,0.0,0.0,0.000698324022346,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0030260707635,0.0,0.0,0.0,0.0,0.00209497206704,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0111731843575,0.0,0.0,0.00768156424581,0.0,0.00162942271881,0.0,0.0,0.000465549348231,0.0,0.0,0.0,0.0,0.00116387337058,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00139664804469,0.0
"X215084",0.000812347684809,0.0,0.0284321689683,0.0,0.0,0.0908204711617,0.0,0.0,0.0,0.0,0.0,0.0100731112916,0.0,0.0,0.0,0.226969943136,0.0422420796101,0.0134849715678,0.0,0.00926076360682,0.0,0.00113728675873,0.0,0.000162469536962,0.0,0.408123476848,0.0,0.0560519902518,0.00227457351747,0.00113728675873,0.0,0.0,0.0183590576767,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0359057676686,0.0295694557271,0.0,0.0,0.0,0.0,0.00926076360682,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.000324939073924,0.0,0.0,0.0,0.0,0.00227457351747,0.0,0.0,0.0125101543461,0.0,0.0,0.0,0.000324939073924,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.000487408610885,0.0,0.0,0.0,0.0,0.0
"X214995",0.0,0.0,0.000338657786307,0.0,0.0,0.0694812891573,0.0,0.000169328893153,0.000620872608229,0.0,0.0,0.000282214821922,0.0,0.0,5.64429643845e-05,0.316193486482,0.034204436417,0.0252300050799,0.000112885928769,0.0173844330304,5.64429643845e-05,0.000903087430152,0.0,0.0,0.0,0.492069763504,0.0,0.0,0.0204887960716,0.00118530225207,0.0,0.000112885928769,0.0040074504713,0.000169328893153,0.000112885928769,0.0,0.000225771857538,0.000169328893153,0.0,0.0,0.000395100750691,5.64429643845e-05,0.0,0.0104419484111,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.000112885928769,5.64429643845e-05,0.0,0.0,0.000338657786307,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.000225771857538,0.0,5.64429643845e-05,0.0,0.000395100750691,0.0,0.0,0.000733758536998,0.0,0.0,0.000282214821922,0.000112885928769,0.0,0.0,0.0,0.000112885928769,0.000112885928769,0.0,0.0,0.0,0.0,0.0,0.0,0.00237060450415,0.000112885928769,0.0,0.0,0.0,0.0,0.0,0.00050798667946,0.0,0.0,0.0,0.0
