"","Comamonadaceae","Christensenellaceae","Prevotellaceae","Family_XIII","Rhodobacteraceae","Ruminococcaceae","Corynebacteriaceae","Moraxellaceae","Peptococcaceae","Pseudomonadaceae","Sphingobacteriaceae","Sphingomonadaceae","Lactobacillaceae","Rhodospirillaceae","Lachnospiraceae","Alcaligenaceae","Veillonellaceae","Flavobacteriaceae","Erysipelotrichaceae","Clostridiales_vadinBB60_group","Burkholderiaceae","Family_XI","Leptotrichiaceae","Thermaceae","Coriobacteriaceae","Bacteroidaceae","Porphyromonadaceae","Streptococcaceae","Peptostreptococcaceae","Leuconostocaceae","Rikenellaceae","Opitutaceae","Fusobacteriaceae","Bifidobacteriaceae","Aerococcaceae","Actinomycetaceae","Defluviitaleaceae","Oxalobacteraceae","Cellulomonadaceae","Eubacteriaceae","Micrococcaceae","Gastranaerophilales(order)","Desulfovibrionaceae","Neisseriaceae","Blastocatellaceae_Subgroup_4_","Listeriaceae","Synergistaceae","Methylobacteriaceae","0319_6A21","Mollicutes_RF9(order)","Erythrobacteraceae","Acidaminococcaceae","Bacteroidales_S24_7_group","Desulfurellaceae","Thermoanaerobacteraceae","Chitinophagaceae","Acetobacteraceae","vadinBE97","Paenibacillaceae","Nocardioidaceae","Streptosporangiales_Incertae_Sedis","Microbacteriaceae","Rhizobiaceae","Victivallaceae","Xanthomonadaceae","Cryomorphaceae","Caulobacteraceae","Geobacteraceae","env_OPS_17","Intrasporangiaceae","Shewanellaceae","uncultured","Candidatus_Falkowbacteria(class)","Nocardiaceae","Chloroplast(class)","Cytophagaceae","Geodermatophilaceae","Staphylococcaceae","Campylobacteraceae","Bacteriovoracaceae","Pasteurellaceae","Cyanobacteria(phylum)","X35(order)","Enterobacteriaceae","ABS_19","Heliobacteriaceae","Solirubrobacteraceae","Bacillaceae","Verrucomicrobiaceae","Carnobacteriaceae","Clostridiaceae_1","FamilyII","Methanobacteriaceae","Propionibacteriaceae","Phyllobacteriaceae","Hyphomicrobiaceae","Oligoflexaceae","Dermabacteraceae"
"X206695",0.0,0.0,0.009316770186335404,0.0,0.0,0.08385093167701864,0.004140786749482402,0.017598343685300208,0.0,0.0010351966873706005,0.0,0.0,0.0,0.018633540372670808,0.16045548654244307,0.006211180124223602,0.019668737060041408,0.0,0.0,0.0,0.0,0.010351966873706004,0.0,0.0010351966873706005,0.004140786749482402,0.12836438923395446,0.0010351966873706005,0.028985507246376812,0.009316770186335404,0.0,0.0,0.0,0.009316770186335404,0.008281573498964804,0.0,0.0,0.0,0.0,0.0,0.0,0.009316770186335404,0.0,0.014492753623188406,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.051759834368530024,0.0,0.0,0.0010351966873706005,0.0,0.0,0.0,0.0,0.0,0.40062111801242234,0.0,0.0,0.0,0.0,0.0010351966873706005,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"X206700",0.0,0.0,6.633279161553514e-05,3.316639580776757e-05,0.0,0.01757818977811681,0.0,3.316639580776757e-05,0.0,6.633279161553514e-05,0.0,0.0,0.0,0.0,0.14576630957513848,6.633279161553514e-05,0.07429272660939935,0.0,0.020165168651122684,0.0,0.0,0.006102616828629233,6.633279161553514e-05,0.0,6.633279161553514e-05,0.20271301117707538,0.0,0.0025869788730058705,0.0038141355178932706,0.0,0.0,0.0,0.19193393253955093,0.0,3.316639580776757e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0027528108520447083,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00013266558323107028,0.002852310039468011,0.0,0.054923551457663096,0.0,0.0,0.2466916520181752,0.0,0.0,0.0,0.0,0.0,0.00029849756226990815,0.026964279791715035,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"X206757",0.0,0.0,4.095171792456694e-05,0.0,0.0,0.01404643924812646,0.0,0.0,0.0,4.095171792456694e-05,0.0,0.0,0.0,0.0,0.25979769851345264,0.0,0.1450100331708915,0.0,0.020926327859453704,0.0,0.0,0.0001228551537737008,0.0,0.0,8.190343584913388e-05,0.49563864204103364,0.00040951717924566934,0.004177075228305827,0.009828412301896065,4.095171792456694e-05,8.190343584913388e-05,0.0,4.095171792456694e-05,0.019861583193414963,8.190343584913388e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.095171792456694e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.095171792456694e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.095171792456694e-05,4.095171792456694e-05,0.0,4.095171792456694e-05,0.0,0.0,0.021335845038699373,0.0,0.0,0.0,0.0,0.0,0.005733240509439371,0.002498054793398583,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"X206701",0.0016907270126154247,0.0,0.0007803355442840422,0.0,0.0,0.003251398101183509,0.0011705033164260631,0.0,0.0,0.010534529847834569,0.0,0.0,0.0,0.0,0.0013005592404734035,0.0,0.001040447392378723,0.0013005592404734035,0.0,0.0,0.0,0.0,0.0,0.0005202236961893615,0.0,0.0036415658733255298,0.0,0.0,0.00026011184809468074,0.0,0.0,0.0,0.005072181037846274,0.00013005592404734037,0.0,0.0,0.0,0.0,0.0,0.0,0.0005202236961893615,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.002601118480946807,0.0,0.0,0.0,0.0,0.0,0.00013005592404734037,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0015606710885680843,0.0,0.0,0.0,0.0,0.0,0.9644947327350761,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"X206709",9.138679460817912e-05,0.0,0.0002284669865204478,4.569339730408956e-05,0.0,0.2621887137308659,0.0,0.0,9.138679460817912e-05,4.569339730408956e-05,0.0,0.0,0.00018277358921635825,0.0,0.1334704135252456,0.0205620287868403,0.009367146447338359,0.0,0.006351382225268449,0.0,0.0,0.0006854009595613434,0.0,0.0,0.000731094356865433,0.5333333333333333,0.011606122915238748,0.0006397075622572539,0.0,0.0,0.0015992689056431345,0.0,0.0005026273703449851,9.138679460817912e-05,0.0,9.138679460817912e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.014119259766963673,0.00013708019191226866,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.138679460817912e-05,0.0,0.0,0.0017820424948594928,0.0,0.0,0.001964816084075851,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"X206747",0.0,0.0,0.0,0.0,0.0,0.28750853959745654,0.0,5.255136896316149e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.20778811288034052,0.0,0.008303116296179516,0.0,0.007146986178989963,0.0,0.0,0.0004204109517052919,0.0,0.0,0.00021020547585264595,0.4493667560039939,0.0012612328551158758,0.0022597088654159442,0.0,0.0,0.00010510273792632298,0.0,0.001996952020600137,0.0006831677965210993,0.00010510273792632298,5.255136896316149e-05,0.0,5.255136896316149e-05,0.0,0.0,0.00010510273792632298,0.0,0.00530768826527931,0.00036785958274213043,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.255136896316149e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.255136896316149e-05,0.00010510273792632298,0.0,0.024488937936833256,0.0,0.0,0.001944400651636975,0.0,0.0,0.0,0.0,0.0,0.00026275684481580743,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"X206720",0.0,0.0003288391976323578,0.00010961306587745259,3.653768862581753e-05,0.0,0.1636157696664109,0.0,0.0,0.0,3.653768862581753e-05,0.0,0.0,0.0,0.0,0.15678322189338303,0.039314552961379666,0.03463772881727502,0.0,0.0023749497606781393,0.0,0.0,0.0003653768862581753,0.0,0.0,0.0002923015090065402,0.46216522342796595,0.013299718659797581,0.0009499799042712558,7.307537725163506e-05,0.0,0.10314589499068288,0.0,0.0018999598085425117,0.0006942160838905331,0.0,3.653768862581753e-05,3.653768862581753e-05,0.0,0.0,0.0,0.00010961306587745259,0.0,0.008476743761189667,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.653768862581753e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.653768862581753e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.307537725163506e-05,0.0,0.0,0.0006576783952647156,0.0,0.0,0.008951733713325295,0.0,0.0,0.0,0.0,0.0,7.307537725163506e-05,0.0013884321677810662,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"X206723",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.08641975308641975,0.0,0.0,0.0,0.0,0.037037037037037035,0.0,0.0,0.0,0.012345679012345678,0.0,0.0,0.0,0.0,0.0,0.0,0.037037037037037035,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.7283950617283951,0.0,0.0,0.0,0.0,0.0,0.0,0.09876543209876543,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"X206727",3.809959233436202e-05,0.0018668800243837392,7.619918466872404e-05,0.0006095934773497924,0.0,0.401074408503829,0.0,0.0,0.0,3.809959233436202e-05,0.0,0.0,0.0001523983693374481,3.809959233436202e-05,0.1450832476092506,0.06682668495447099,0.003543262087095668,0.0,0.0067055282508477155,0.0,0.0,3.809959233436202e-05,0.0,0.0,0.00026669714634053413,0.2817083857202728,0.0033527641254238578,0.0004190955156779822,0.001790680839715015,0.0,0.005143444965138873,0.0,0.024040842762982437,0.00011429877700308607,0.0,3.809959233436202e-05,0.0,3.809959233436202e-05,0.0,0.0,0.0006476930696841544,0.0,0.009067702975578162,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.619918466872404e-05,0.0,0.0,0.0012191869546995847,0.0,0.0,0.045986207947574964,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"X206734",0.0,0.0,0.0,0.00012586136370787578,0.0,0.09779427960101948,0.0,0.0,0.0,3.1465340926968945e-05,0.0,0.0,0.0,0.0,0.10622699096944715,0.02375633239986155,0.002643088637865391,0.0,0.0006293068185393789,0.0,0.0,6.293068185393789e-05,0.0,0.0,0.0008495642050281615,0.6800918787955067,0.0,9.439602278090684e-05,0.0,0.0,0.0009124948868820994,0.0,0.008432711368427676,3.1465340926968945e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0015418017054214782,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.1465340926968945e-05,0.0,0.0,0.07671250117995028,0.0,0.0,0.0,0.0,0.0,0.0,3.1465340926968945e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"X206751",0.0,0.0015733165512901196,0.20689112649465072,0.0017306482064191316,0.0,0.17931875393329139,0.0,3.933291378225299e-05,0.0,0.00011799874134675897,0.0,0.0,0.0,3.933291378225299e-05,0.28150566393958465,3.933291378225299e-05,0.010698552548772814,0.0,0.006529263687853996,0.0005506607929515419,0.0,3.933291378225299e-05,0.0,0.0,0.00015733165512901197,0.21094241661422278,0.042754877281309,0.00031466331025802394,0.0,0.0,0.01526117054751416,0.0,0.0,0.0,0.0,3.933291378225299e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.016991818753933293,0.0,0.0,0.0,0.0,0.0,0.0,3.933291378225299e-05,0.0,0.011091881686595343,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.866582756450598e-05,3.933291378225299e-05,0.0,0.0022813089993706736,0.0,0.0,0.01065921963499056,0.0,0.0,0.0,0.0,0.00011799874134675897,0.0,0.0,0.0,0.00015733165512901197,0.0,0.0,0.0,0.0,0.0
"X206755",0.0,0.00024244383384515922,0.00012122191692257961,0.00016162922256343946,0.0,0.13241474058509778,0.0,4.0407305640859865e-05,0.0,0.0,0.0,0.0,0.0,0.00016162922256343946,0.34128010344270243,0.05394375303054792,0.0027072894779376112,0.0,0.005091320510748344,0.0,0.0,8.081461128171973e-05,0.0,0.0,0.0003232584451268789,0.38091967027638596,0.01814288023274608,0.002101179893324713,0.005293357038952643,0.0,0.00917245838047519,0.0,0.00016162922256343946,0.00016162922256343946,0.0,4.0407305640859865e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.014102149668660094,0.00016162922256343946,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.018870211734281557,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.081461128171973e-05,0.0,0.0,0.0031921771456279295,0.0,0.0,0.0016566995312752547,0.0,0.0,0.0,4.0407305640859865e-05,0.00929368029739777,4.0407305640859865e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
