"","Acetobacteraceae","Comamonadaceae","Christensenellaceae","Prevotellaceae","Family_XIII","Rhodobacteraceae","Ruminococcaceae","Corynebacteriaceae","Moraxellaceae","Peptococcaceae","JG30_KF_CM66(class)","Solibacteraceae_Subgroup_3_","uncultured","Pseudomonadaceae","Flavobacteriaceae","Sphingobacteriaceae","Sphingomonadaceae","Intrasporangiaceae","Lactobacillaceae","Rhodospirillaceae","Lachnospiraceae","Alcaligenaceae","Veillonellaceae","Erysipelotrichaceae","Clostridiales_vadinBB60_group","Burkholderiaceae","Family_XI","Leptotrichiaceae","Thermaceae","Coriobacteriaceae","Fibrobacteraceae","Bacteroidaceae","Porphyromonadaceae","Streptococcaceae","Peptostreptococcaceae","Leuconostocaceae","Rikenellaceae","Opitutaceae","Fusobacteriaceae","Bifidobacteriaceae","Aerococcaceae","Oscillochloridaceae","Actinomycetaceae","Caulobacteraceae","Defluviitaleaceae","Hyphomicrobiaceae","Spirochaetaceae","Iamiaceae","Oxalobacteraceae","Cellulomonadaceae","Eubacteriaceae","Pseudonocardiaceae","Micrococcaceae","Gastranaerophilales(order)","Desulfovibrionaceae","Neisseriaceae","Blastocatellaceae_Subgroup_4_","Subgroup_6(class)","Listeriaceae","Synergistaceae","Methylobacteriaceae","0319_6A21","Mollicutes_RF9(order)","Caldilineaceae","Erythrobacteraceae","Acidaminococcaceae","Mycobacteriaceae","Alicyclobacillaceae","Bacteroidales_S24_7_group","Planctomycetaceae","Desulfurellaceae","WCHA1_57(class)","Chthoniobacterales_Incertae_Sedis","Thermoanaerobacteraceae","Chitinophagaceae","OPB35_soil_group(class)","Tectomicrobia(phylum)","vadinBE97","Paenibacillaceae","Rhizobiales_Incertae_Sedis","Nocardioidaceae","Chloroflexaceae","Methanobacteriaceae","Bacteriovoracaceae","Streptosporangiales_Incertae_Sedis","Microbacteriaceae","Planococcaceae","Rhizobiaceae","Victivallaceae","Xanthomonadaceae","Cryomorphaceae","Geobacteraceae","env_OPS_17","Unknown_Family","Shewanellaceae","Lentimicrobiaceae","Candidatus_Falkowbacteria(class)","Xanthobacteraceae","Nocardiaceae","Chloroplast(class)","Cytophagaceae","Xanthomonadales_Incertae_Sedis","Geodermatophilaceae","Gitt_GS_136(class)","Chthoniobacteraceae","Family_X","Staphylococcaceae","Campylobacteraceae","Acidimicrobiaceae","Rhodospirillales_Incertae_Sedis","Pasteurellaceae","Cyanobacteria(phylum)","NB1_j(order)","X35(order)","Enterobacteriaceae","Haliangiaceae","ABS_19","mle1_27","Brevibacteriaceae","PHOS_HE51","Methylophilaceae","Heliobacteriaceae","Oligosphaeraceae","Solirubrobacteraceae","Bacillaceae","KD4_96(class)","Verrucomicrobiaceae","Carnobacteriaceae","Clostridiaceae_1","FamilyII","Aeromonadaceae","Propionibacteriaceae","Phyllobacteriaceae","Bradyrhizobiaceae","NS9_marine_group","Cellvibrionaceae","UA11(class)","Lineage_IIb(order)","Polyangiaceae","Oligoflexaceae","Dermabacteraceae","Family_III","Lineage_IIc(order)"
"X206570",0.0,0.0,0.012742188863676035,0.0002094606388549485,0.000279280851806598,0.0,0.2135102112061442,0.0,6.98202129516495e-05,0.0008727526618956188,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2143829638680398,0.1263396753360098,0.011101413859312272,0.010926863326933147,0.0008029324489439693,0.00031419095828242276,0.0,0.0002443707453307733,0.0,0.0,0.0,0.0,0.1452958631523826,0.037214173503229184,0.0016058648978879385,0.000279280851806598,0.0,0.07935067201954966,0.0,0.000279280851806598,0.0002094606388549485,0.0,0.0,3.491010647582475e-05,0.0,6.98202129516495e-05,0.0,0.0,0.0,0.0,0.0,0.00010473031942747425,0.0,3.491010647582475e-05,0.012602548437772735,0.014941525571652993,6.98202129516495e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.491010647582475e-05,0.0,0.0,0.0,0.00034910106475824753,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.98202129516495e-05,0.000139640425903299,0.0,0.0,0.0017105952173154127,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.11370221679176122,0.00010473031942747425,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"X206569",0.0,0.0,0.006376811594202898,0.00016563146997929605,0.00020703933747412008,0.0,0.16956521739130434,4.1407867494824014e-05,4.1407867494824014e-05,0.0002484472049689441,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00012422360248447205,0.0,0.1944513457556936,0.10459627329192546,0.0058799171842650105,0.010559006211180125,0.00037267080745341616,0.0004968944099378882,0.0,0.0002898550724637681,0.0,0.0,8.281573498964803e-05,0.0,0.17192546583850932,0.05349896480331263,0.0013664596273291925,0.0002484472049689441,0.0,0.08749482401656315,0.0,0.0,0.00020703933747412008,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.1407867494824014e-05,4.1407867494824014e-05,0.0,0.0,0.00012422360248447205,0.022111801242236023,0.008985507246376812,0.00016563146997929605,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.281573498964803e-05,0.0,0.0,0.0,8.281573498964803e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.1407867494824014e-05,0.0,0.0,0.0,4.1407867494824014e-05,0.00012422360248447205,0.0,0.0,0.002070393374741201,0.0,0.0,0.0,4.1407867494824014e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.15768115942028985,0.00012422360248447205,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"X215067",0.0,0.0,0.0036900369003690036,0.0,0.0009604205631097407,0.0,0.1958752464236971,0.0,0.0,0.00015164535206995905,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.04266289238234848,0.1596825557296669,0.02921700449881211,0.11226810898245969,0.0017691957741495224,0.0004043876055198908,0.0,0.0003538391548299045,0.0,0.0,0.0004043876055198908,0.0001010969013799727,0.1785876762877218,0.026790678865692766,0.0006065814082798362,0.0001010969013799727,0.0,0.03770914421472982,0.0,0.0,0.0,0.0,0.0,5.054845068998635e-05,0.0,0.00015164535206995905,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0001010969013799727,0.02395996562705353,0.006268007885558308,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0001010969013799727,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.054845068998635e-05,0.0,0.0,0.0,0.0015164535206995905,0.0,0.0,0.0,0.00015164535206995905,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.17621189910529242,5.054845068998635e-05,0.0,0.0,0.0,5.054845068998635e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"X206604",0.0,0.00020485506504148315,0.0013315579227696406,0.06483662808562941,0.0003072825975622247,0.0,0.24726006350507015,0.00850148519922155,0.0003072825975622247,0.0,0.0,0.0,0.0,0.0017412680528526069,0.0010242753252074157,0.0,0.0,0.0,0.0,0.0,0.1611185086551265,0.19133463074874527,0.0008194202601659326,0.011267028577281573,0.0,0.0,0.0027655433780600226,0.0,0.0,0.0005121376626037079,0.0,0.1849841237324593,0.008911195329304518,0.0029703984431015055,0.0006145651951244494,0.0,0.0036873911707466967,0.0,0.0,0.0009218477926866742,0.0,0.0,0.0,0.0,0.00010242753252074157,0.0,0.0,0.0,0.000716992727645191,0.0,0.0,0.0,0.0,0.0,0.012701014032571956,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.008296630134180067,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0006145651951244494,0.00010242753252074157,0.0,0.0,0.0,0.002150978182935573,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0005121376626037079,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0012291303902488989,0.00010242753252074157,0.0,0.0,0.0,0.0,0.0,0.0051213766260370785,0.0,0.0,0.0,0.0017412680528526069,0.0,0.0,0.0,0.06657789613848203,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00020485506504148315,0.0,0.0,0.0,0.0036873911707466967,0.0,0.0,0.0,0.0,0.000716992727645191,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"X206605",0.0,0.0,0.0022604879994681205,0.0400239345788179,0.0005983644704474437,0.0,0.2785054185227046,0.0001994548234824812,6.648494116082707e-05,0.0,0.0,0.0,0.0,0.0023934578817897748,6.648494116082707e-05,0.0,0.0,0.0,0.0,0.0,0.11056445715045542,0.22817631806395852,0.005717704939831128,0.007313343527690978,0.0,0.0002659397646433083,0.0,0.0007978192939299248,0.0,0.0007978192939299248,0.0,0.23103517053387407,0.010371650821089023,0.0007313343527690978,0.00033242470580413535,0.0,0.000997274117412406,0.0,0.0042550362342929325,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.01775147928994083,0.0002659397646433083,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.005717704939831128,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0005983644704474437,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.648494116082707e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0010637590585732331,0.0,0.0,0.01156837976198391,0.0,0.0,0.0,0.037098597167741505,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0001994548234824812,0.0,0.0001994548234824812,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"X206608",0.0,0.0004938620008466206,0.0011993791449132214,0.02582192747283759,0.0,0.0,0.20107238605898123,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.189290249753069,0.024199238041484408,0.0011288274305065614,0.007478481727105969,0.0,0.0,0.0,0.0,0.0,0.00028220685762664035,0.0,0.42874276844927334,0.057852405813461266,0.0009877240016932412,0.0004233102864399605,0.0,0.013263722308452096,0.0006349654296599407,0.0,0.0,0.0,0.0,0.00021165514321998025,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.030548892338083816,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0022576548610131228,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.055171440666009e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0050797234372795255,0.0,0.0,0.0,0.006561309439819388,0.0,0.0,0.0,7.055171440666009e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0023282065754197828,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"X206609",0.0,0.00019698611247907023,0.0005909583374372107,0.03545750024623264,0.0004924652811976756,0.0,0.1759085984438097,0.00019698611247907023,0.0,0.0,0.0,0.0,0.0,0.002560819462227913,0.0,0.0,0.0,0.0,0.0,0.0,0.17206736925046784,0.02176696542893726,0.0008864375061558161,0.014379986210972126,0.0,0.0,0.00039397222495814047,0.0,0.0,0.0,0.0,0.4145572737122033,0.05180734758199547,0.00039397222495814047,0.0020683541810302374,0.0,0.024918743228602384,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00029547916871860535,0.0,0.0,0.0,0.0,0.0,0.00029547916871860535,0.0,0.0,0.0,0.05850487540628386,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0017728750123116321,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00029547916871860535,0.0,0.0,0.006205062543090712,0.0,0.0,0.0,0.009849305623953511,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.003939722249581405,0.00019698611247907023,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"X215085",0.0,0.0,0.0,0.04981378026070764,0.0,0.00558659217877095,0.08729050279329609,0.007914338919925512,0.0,0.0,0.0,0.0,0.0013966480446927375,0.0,0.0,0.0,0.0016294227188081937,0.0,0.0,0.0,0.1601489757914339,0.019553072625698324,0.0,0.01303538175046555,0.0,0.0,0.010707635009310988,0.0,0.0,0.0,0.0,0.45274674115456237,0.06634078212290503,0.021415270018621976,0.006750465549348231,0.0,0.017458100558659217,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00186219739292365,0.0,0.0,0.0034916201117318434,0.0,0.023277467411545624,0.0,0.0,0.0,0.004655493482309125,0.0,0.0,0.0,0.0,0.0,0.0,0.015595903165735567,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0016294227188081937,0.0,0.0,0.0,0.0,0.0006983240223463687,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.003026070763500931,0.0,0.0,0.0,0.0,0.0004655493482309125,0.0,0.0,0.007681564245810056,0.0,0.0,0.0,0.002094972067039106,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0111731843575419,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0011638733705772813,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0013966480446927375,0.0,0.0
"X215084",0.0,0.0008123476848090983,0.0,0.02843216896831844,0.0,0.0,0.09082047116165719,0.0,0.0,0.0,0.0,0.0,0.0,0.01007311129163282,0.0,0.0,0.0,0.0,0.0,0.0,0.22696994313566207,0.04224207961007311,0.013484971567831032,0.00926076360682372,0.0,0.0,0.0011372867587327376,0.0,0.0,0.00016246953696181965,0.0,0.40812347684809097,0.056051990251827784,0.002274573517465475,0.0011372867587327376,0.0,0.03590576766856214,0.0,0.018359057676685622,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.029569455727051178,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00926076360682372,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0003249390739236393,0.0,0.0,0.0,0.002274573517465475,0.0,0.0,0.0,0.012510154346060114,0.0,0.0,0.0,0.0003249390739236393,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00048740861088545896,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"X214995",0.0,0.0,0.0,0.00033865778630693685,0.0,0.0,0.06948128915730654,0.0,0.00016932889315346842,0.0006208726082293842,0.0,0.0,0.0,0.00028221482192244734,0.00011288592876897895,0.0005079866794604052,0.00011288592876897895,0.0,0.0,5.6442964384489474e-05,0.31619348648191004,0.03420443641700062,0.025230005079866794,0.01738443303042276,0.0,5.6442964384489474e-05,0.0009030874301518316,0.0,0.0,0.0,0.0,0.49206976350397924,0.0,0.020488796071569677,0.001185302252074279,0.00011288592876897895,0.0,0.0,0.004007450471298753,0.00016932889315346842,0.00011288592876897895,0.0,0.0002257718575379579,0.0,0.0,0.00016932889315346842,0.0,0.0,0.0003951007506914263,5.6442964384489474e-05,0.0,0.0,0.010441948411130553,0.0,0.0,5.6442964384489474e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00011288592876897895,0.0,0.0,0.0,0.00033865778630693685,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0002257718575379579,0.0,0.0,0.0,0.0,0.0,5.6442964384489474e-05,0.0003951007506914263,0.0,0.0,0.0007337585369983631,0.0,0.0,0.0,0.00028221482192244734,0.0,0.00011288592876897895,0.0,0.0,0.0,0.0,0.00011288592876897895,0.0,0.0,0.0,0.0,0.0,0.002370604504148558,0.00011288592876897895,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"X214994",0.0,0.0,0.0,6.244925997626928e-05,0.0,0.0,0.0652594766752014,0.0013114344595016548,0.0,0.0003746955598576157,0.0,0.0,0.0,0.0034971585586710797,0.0027477674389558486,0.0,0.0,0.0,0.0,0.0,0.31942796477861735,0.031849122587897336,0.024917254730531444,0.008493099356772622,0.0,0.0,0.001998376319240617,0.0,0.0,0.0,0.0,0.5200149878223943,6.244925997626928e-05,0.009804533816274276,0.0009991881596203085,0.0,0.0,0.0,0.0032473615187660026,0.0006869418597389621,0.0,0.0,0.00024979703990507713,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0006869418597389621,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0003746955598576157,0.0,0.0,0.0,0.0,0.0,0.0,0.0009991881596203085,0.00018734777992880785,0.0,0.0,0.0008742896396677699,0.0,0.0,0.0,0.0012489851995253856,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.244925997626928e-05,0.0005620433397864235,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"X215075",0.0,5.072794602546543e-05,0.0011160148125602394,5.072794602546543e-05,0.00010145589205093085,0.0,0.38857606655506516,5.072794602546543e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.08253436818343225,0.006188809415106782,0.004311875412164562,0.0012174707046111702,0.0,0.00010145589205093085,0.0008623750824329122,0.0,0.0,0.000355095622178258,0.0,0.44042002739309083,0.015116927915588697,0.006797544767412367,0.0,0.0,0.0011160148125602394,0.0,0.000355095622178258,0.0011160148125602394,0.0,0.0,0.00030436767615279255,0.0,0.0,0.0,0.0,0.0,0.00010145589205093085,0.0,0.0,0.0,0.0005580074062801197,0.0,0.0009131030284583778,0.00010145589205093085,0.0,0.0,0.0,0.0,5.072794602546543e-05,0.0,0.0,0.0,0.0,0.000355095622178258,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0008116471364074468,0.00015218383807639628,0.0,0.0,0.04484350428651144,0.0,0.0,0.0,0.0008623750824329122,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0005072794602546543,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"X215076",0.0,0.0,0.0011576986963305984,0.0,0.0,0.0,0.3108672673277294,0.0,0.0,0.0,0.0,0.0,0.0,0.001409372325967685,0.0,0.0,0.0,0.0,0.0,0.0,0.1800976493682992,0.0008053556148386772,0.0020637237630241104,0.0008053556148386772,0.0,0.0,0.0006543514370564252,0.0,0.0,0.0006040167111290079,0.0,0.4115870539084915,0.01374138017818493,0.014949413600442945,0.0,0.0,0.0,0.0,0.0006040167111290079,0.0009563597926209292,0.0,0.0,0.00010066945185483464,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0010066945185483464,0.0,0.0002013389037096693,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0002516736296370866,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00010066945185483464,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00015100417778225197,5.033472592741732e-05,0.0,0.0,0.05697890974983641,0.0,0.0,0.0,0.0005033472592741732,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00035234308149192125,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"X219633",0.0,6.161429451632779e-05,0.005730129390018484,0.0,0.002649414664202095,0.0004313000616142945,0.3822550831792976,0.00012322858903265557,0.00012322858903265557,0.0,0.0,0.0,0.0,0.0006161429451632779,0.0,0.0,0.0,0.0,0.0,0.0,0.4264325323475046,0.00696241528034504,0.0007393715341959334,0.015095502156500308,0.0,0.0003696857670979667,0.0006777572396796057,0.0,0.0,0.00030807147258163895,0.0,0.0895871842267406,0.005483672211953173,0.00862600123228589,0.0,0.0,0.04534812076401725,0.0,0.00018484288354898336,0.00030807147258163895,0.0004313000616142945,0.0,6.161429451632779e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0036968576709796672,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0015403573629081946,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.161429451632779e-05,0.0,0.0,0.0,0.0004929143561306223,0.0,0.0,0.0,0.0012939001848428836,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00030807147258163895,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"X219634",0.0,0.00046699875466998757,0.01486612702366127,0.0007783312577833125,0.00809464508094645,0.0,0.2116282689912827,0.0,0.0,0.0,0.0,0.0,0.0,0.002724159402241594,0.0,0.0,0.0,0.0,0.0,7.783312577833126e-05,0.623832503113325,0.007238480697384807,0.0022571606475716064,0.008717310087173101,0.0,0.0,0.0014009962640099626,0.0,0.0,0.00015566625155666251,0.0,0.060865504358655044,0.002646326276463263,0.020158779576587797,0.00015566625155666251,0.0,0.018913449564134495,0.0,0.0009339975093399751,0.00046699875466998757,0.0,0.0,0.0011674968866749688,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0013231631382316315,0.0,0.0037359900373599006,0.0006226650062266501,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0007004981320049813,0.0,0.0,7.783312577833126e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.783312577833126e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00031133250311332503,0.0,0.0,0.0,0.0035024906600249067,0.0,0.0,0.0,0.0010896637608966376,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0009339975093399751,7.783312577833126e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"X219637",0.025,0.0,0.0,0.0,0.0,0.0,0.05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.075,0.2125,0.1,0.0,0.0,0.0,0.0875,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.025,0.0,0.0,0.0,0.0375,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0125,0.0,0.0,0.0875,0.0,0.075,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.075,0.0,0.0,0.0,0.0,0.0,0.0125,0.0,0.0,0.0,0.0,0.0,0.0,0.05,0.0375,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0375,0.0,0.0,0.0
